time,geo,Seasonal adjustment,Prices,North American Industry Classification System (NAICS),values,na_item,Type of fuel
2020-01-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,"Mining, quarrying, and oil and gas extraction",111791,VAMiningAndOil,NA
2020-04-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,"Mining, quarrying, and oil and gas extraction",93772,VAMiningAndOil,NA
2020-07-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,"Mining, quarrying, and oil and gas extraction",93672,VAMiningAndOil,NA
2020-10-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,"Mining, quarrying, and oil and gas extraction",100541,VAMiningAndOil,NA
2021-01-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,"Mining, quarrying, and oil and gas extraction",104894,VAMiningAndOil,NA
2021-04-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,"Mining, quarrying, and oil and gas extraction",102634,VAMiningAndOil,NA
2021-07-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,"Mining, quarrying, and oil and gas extraction",106489,VAMiningAndOil,NA
2021-10-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,"Mining, quarrying, and oil and gas extraction",106595,VAMiningAndOil,NA
2022-01-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,"Mining, quarrying, and oil and gas extraction",106733,VAMiningAndOil,NA
2022-04-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,"Mining, quarrying, and oil and gas extraction",110125,VAMiningAndOil,NA
2022-07-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,"Mining, quarrying, and oil and gas extraction",111499,VAMiningAndOil,NA
2022-10-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,"Mining, quarrying, and oil and gas extraction",108755,VAMiningAndOil,NA
2023-01-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,"Mining, quarrying, and oil and gas extraction",109867,VAMiningAndOil,NA
2023-04-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,"Mining, quarrying, and oil and gas extraction",109401,VAMiningAndOil,NA
2023-07-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,"Mining, quarrying, and oil and gas extraction",111287,VAMiningAndOil,NA
2023-10-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,"Mining, quarrying, and oil and gas extraction",114058,VAMiningAndOil,NA
2024-01-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,"Mining, quarrying, and oil and gas extraction",113268,VAMiningAndOil,NA
2024-04-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,"Mining, quarrying, and oil and gas extraction",115614,VAMiningAndOil,NA
2024-07-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,"Mining, quarrying, and oil and gas extraction",115225,VAMiningAndOil,NA
2024-10-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,"Mining, quarrying, and oil and gas extraction",117378,VAMiningAndOil,NA
2025-01-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,"Mining, quarrying, and oil and gas extraction",119830,VAMiningAndOil,NA
2025-04-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,"Mining, quarrying, and oil and gas extraction",118709,VAMiningAndOil,NA
2025-07-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,"Mining, quarrying, and oil and gas extraction",120978,VAMiningAndOil,NA
2025-10-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,"Mining, quarrying, and oil and gas extraction",120323,VAMiningAndOil,NA
1997-01-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,Utilities,34726,VAUtilities,NA
1997-04-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,Utilities,34201,VAUtilities,NA
1997-07-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,Utilities,33409,VAUtilities,NA
1997-10-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,Utilities,33899,VAUtilities,NA
1998-01-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,Utilities,33374,VAUtilities,NA
1998-04-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,Utilities,33444,VAUtilities,NA
1998-07-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,Utilities,34342,VAUtilities,NA
1998-10-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,Utilities,33884,VAUtilities,NA
1999-01-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,Utilities,34164,VAUtilities,NA
1999-04-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,Utilities,34278,VAUtilities,NA
1999-07-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,Utilities,34922,VAUtilities,NA
1999-10-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,Utilities,34037,VAUtilities,NA
2000-01-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,Utilities,34014,VAUtilities,NA
2000-04-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,Utilities,33985,VAUtilities,NA
2000-07-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,Utilities,34269,VAUtilities,NA
2000-10-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,Utilities,34952,VAUtilities,NA
2001-01-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,Utilities,34375,VAUtilities,NA
2001-04-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,Utilities,34939,VAUtilities,NA
2001-07-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,Utilities,34185,VAUtilities,NA
2001-10-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,Utilities,34330,VAUtilities,NA
2002-01-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,Utilities,34502,VAUtilities,NA
2002-04-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,Utilities,35406,VAUtilities,NA
2002-07-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,Utilities,35906,VAUtilities,NA
2002-10-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,Utilities,36583,VAUtilities,NA
2003-01-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,Utilities,37408,VAUtilities,NA
2003-04-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,Utilities,36958,VAUtilities,NA
2003-07-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,Utilities,36742,VAUtilities,NA
2003-10-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,Utilities,36048,VAUtilities,NA
2004-01-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,Utilities,36571,VAUtilities,NA
2004-04-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,Utilities,36303,VAUtilities,NA
2004-07-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,Utilities,36871,VAUtilities,NA
2004-10-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,Utilities,38026,VAUtilities,NA
2005-01-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,Utilities,38213,VAUtilities,NA
2005-04-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,Utilities,38564,VAUtilities,NA
2005-07-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,Utilities,38980,VAUtilities,NA
2005-10-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,Utilities,38543,VAUtilities,NA
2006-01-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,Utilities,37657,VAUtilities,NA
2006-04-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,Utilities,37965,VAUtilities,NA
2006-07-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,Utilities,38400,VAUtilities,NA
2006-10-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,Utilities,37998,VAUtilities,NA
2007-01-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,Utilities,39191,VAUtilities,NA
2007-04-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,Utilities,40544,VAUtilities,NA
2007-07-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,Utilities,40562,VAUtilities,NA
2007-10-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,Utilities,41284,VAUtilities,NA
2008-01-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,Utilities,42273,VAUtilities,NA
2008-04-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,Utilities,42691,VAUtilities,NA
2008-07-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,Utilities,42452,VAUtilities,NA
2008-10-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,Utilities,41456,VAUtilities,NA
2009-01-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,Utilities,40463,VAUtilities,NA
2009-04-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,Utilities,39185,VAUtilities,NA
2009-07-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,Utilities,38867,VAUtilities,NA
2009-10-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,Utilities,40053,VAUtilities,NA
2010-01-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,Utilities,40144,VAUtilities,NA
2010-04-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,Utilities,39465,VAUtilities,NA
2010-07-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,Utilities,40156,VAUtilities,NA
2010-10-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,Utilities,40922,VAUtilities,NA
2011-01-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,Utilities,41668,VAUtilities,NA
2011-04-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,Utilities,41839,VAUtilities,NA
2011-07-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,Utilities,41798,VAUtilities,NA
2011-10-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,Utilities,40790,VAUtilities,NA
2012-01-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,Utilities,40442,VAUtilities,NA
2012-04-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,Utilities,40973,VAUtilities,NA
2012-07-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,Utilities,41656,VAUtilities,NA
2012-10-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,Utilities,41394,VAUtilities,NA
2013-01-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,Utilities,40431,VAUtilities,NA
2013-04-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,Utilities,40709,VAUtilities,NA
2013-07-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,Utilities,40990,VAUtilities,NA
2013-10-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,Utilities,42346,VAUtilities,NA
2014-01-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,Utilities,42393,VAUtilities,NA
2014-04-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,Utilities,42348,VAUtilities,NA
2014-07-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,Utilities,42258,VAUtilities,NA
2014-10-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,Utilities,43152,VAUtilities,NA
2015-01-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,Utilities,44033,VAUtilities,NA
2015-04-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,Utilities,43212,VAUtilities,NA
2015-07-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,Utilities,42257,VAUtilities,NA
2015-10-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,Utilities,41475,VAUtilities,NA
2016-01-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,Utilities,42765,VAUtilities,NA
2016-04-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,Utilities,43764,VAUtilities,NA
2016-07-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,Utilities,44679,VAUtilities,NA
2016-10-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,Utilities,43516,VAUtilities,NA
2017-01-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,Utilities,43933,VAUtilities,NA
2017-04-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,Utilities,43953,VAUtilities,NA
2017-07-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,Utilities,44296,VAUtilities,NA
2017-10-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,Utilities,44610,VAUtilities,NA
2018-01-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,Utilities,44410,VAUtilities,NA
2018-04-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,Utilities,44335,VAUtilities,NA
2018-07-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,Utilities,45738,VAUtilities,NA
2018-10-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,Utilities,46304,VAUtilities,NA
2019-01-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,Utilities,46488,VAUtilities,NA
2019-04-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,Utilities,45874,VAUtilities,NA
2019-07-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,Utilities,45560,VAUtilities,NA
2019-10-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,Utilities,46550,VAUtilities,NA
2020-01-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,Utilities,45530,VAUtilities,NA
2020-04-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,Utilities,45570,VAUtilities,NA
2020-07-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,Utilities,46011,VAUtilities,NA
2020-10-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,Utilities,45425,VAUtilities,NA
2021-01-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,Utilities,44999,VAUtilities,NA
2021-04-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,Utilities,45686,VAUtilities,NA
2021-07-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,Utilities,45953,VAUtilities,NA
2021-10-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,Utilities,45839,VAUtilities,NA
2022-01-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,Utilities,47499,VAUtilities,NA
2022-04-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,Utilities,47357,VAUtilities,NA
2022-07-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,Utilities,48430,VAUtilities,NA
2022-10-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,Utilities,47510,VAUtilities,NA
2023-01-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,Utilities,47104,VAUtilities,NA
2023-04-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,Utilities,47165,VAUtilities,NA
2023-07-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,Utilities,46147,VAUtilities,NA
2023-10-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,Utilities,46400,VAUtilities,NA
2024-01-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,Utilities,45960,VAUtilities,NA
2024-04-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,Utilities,46463,VAUtilities,NA
2024-07-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,Utilities,47705,VAUtilities,NA
2024-10-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,Utilities,47216,VAUtilities,NA
2025-01-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,Utilities,49002,VAUtilities,NA
2025-04-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,Utilities,47507,VAUtilities,NA
2025-07-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,Utilities,46425,VAUtilities,NA
2025-10-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,Utilities,46768,VAUtilities,NA
1997-01-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,Manufacturing,180030,VAManufacturing,NA
1997-04-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,Manufacturing,183039,VAManufacturing,NA
1997-07-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,Manufacturing,186805,VAManufacturing,NA
1997-10-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,Manufacturing,188739,VAManufacturing,NA
1998-01-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,Manufacturing,191305,VAManufacturing,NA
1998-04-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,Manufacturing,192277,VAManufacturing,NA
1998-07-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,Manufacturing,191247,VAManufacturing,NA
1998-10-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,Manufacturing,197852,VAManufacturing,NA
1999-01-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,Manufacturing,201228,VAManufacturing,NA
1999-04-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,Manufacturing,204769,VAManufacturing,NA
1999-07-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,Manufacturing,211020,VAManufacturing,NA
1999-10-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,Manufacturing,216712,VAManufacturing,NA
2000-01-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,Manufacturing,222188,VAManufacturing,NA
2000-04-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,Manufacturing,226578,VAManufacturing,NA
2000-07-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,Manufacturing,230900,VAManufacturing,NA
2000-10-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,Manufacturing,231822,VAManufacturing,NA
2001-01-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,Manufacturing,224650,VAManufacturing,NA
2001-04-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,Manufacturing,222386,VAManufacturing,NA
2001-07-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,Manufacturing,217670,VAManufacturing,NA
2001-10-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,Manufacturing,215026,VAManufacturing,NA
